type_propriete,quartier,arrondissement,capacite_accueil,salle_de_bain,chambres,lits,prix,nb_commentaires,note_moyenne,nb_mois_en_activite
Complète,Bourse,75002,3,1.0,,2.0,85.0,3,93.0,11.0
Complète,Louvre,75001,2,1.0,,1.0,60.0,4,80.0,14.0
Complète,Buttes-Chaumont,75019,2,1.0,1.0,2.0,60.0,0,,
Complète,Vaugirard,75015,3,1.0,1.0,2.0,130.0,3,93.0,6.0
Complète,Buttes-Chaumont,75019,3,1.5,1.0,1.0,65.0,2,100.0,2.0
Complète,Vaugirard,75015,2,1.0,,1.0,46.0,23,98.0,30.0
Complète,Reuilly,75012,4,1.0,1.0,2.0,100.0,1,100.0,0.0
Complète,Buttes-Montmartre,75018,6,1.0,3.0,4.0,140.0,10,91.0,14.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,65.0,2,80.0,0.0
Complète,Popincourt,75011,2,1.0,1.0,1.0,85.0,40,99.0,17.0
Complète,Popincourt,75011,2,1.0,,1.0,55.0,3,100.0,1.0
Complète,Batignolles-Monceau,75017,2,1.0,1.0,1.0,50.0,18,98.0,36.0
Chambre privée,Ménilmontant,75020,4,1.0,2.0,2.0,26.0,38,96.0,22.0
Complète,Reuilly,75012,4,1.0,1.0,3.0,110.0,10,96.0,10.0
Chambre privée,Panthéon,75005,2,1.0,1.0,1.0,96.0,7,100.0,7.0
Complète,Buttes-Montmartre,75018,4,1.0,2.0,2.0,79.0,1,,0.0
Complète,Louvre,75001,5,1.0,,1.0,450.0,6,100.0,13.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,95.0,0,,
Complète,Buttes-Montmartre,75018,2,1.0,,1.0,50.0,12,92.0,19.0
Complète,Gobelins,75013,3,1.0,2.0,1.0,120.0,3,100.0,0.0
Complète,Reuilly,75012,2,1.0,,1.0,80.0,24,93.0,27.0
Complète,Gobelins,75013,2,1.0,1.0,1.0,77.0,0,,
Complète,Buttes-Montmartre,75018,2,1.0,2.0,1.0,150.0,0,,
Complète,Entrepôt,75010,2,1.0,,1.0,43.0,29,86.0,3.0
Complète,Opéra,75009,3,1.0,,0.0,66.0,149,85.0,36.0
Complète,Ménilmontant,75020,2,1.0,1.0,1.0,50.0,29,97.0,18.0
Complète,Panthéon,75005,1,1.0,,1.0,37.0,11,93.0,23.0
Complète,Palais-Bourbon,75007,2,1.0,1.0,1.0,85.0,0,,
Complète,Buttes-Montmartre,75018,5,1.0,2.0,3.0,70.0,2,100.0,0.0
Complète,Buttes-Montmartre,75018,2,1.0,,1.0,70.0,2,90.0,0.0
Complète,Batignolles-Monceau,75017,2,1.0,,1.0,60.0,5,92.0,15.0
Complète,Temple,75003,2,1.0,,1.0,90.0,19,99.0,21.0
Complète,Opéra,75009,2,1.0,1.0,1.0,76.0,12,93.0,20.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,72.0,44,90.0,23.0
Complète,Opéra,75009,2,1.0,1.0,1.0,85.0,84,95.0,34.0
Complète,Ménilmontant,75020,2,1.0,,1.0,37.0,23,97.0,3.0
Complète,Buttes-Montmartre,75018,2,1.0,,0.0,65.0,49,88.0,19.0
Complète,Panthéon,75005,2,1.0,1.0,1.0,40.0,9,93.0,16.0
Complète,Observatoire,75014,2,1.0,1.0,1.0,90.0,13,97.0,18.0
Complète,Bourse,75002,2,1.0,,1.0,80.0,5,96.0,1.0
Complète,Panthéon,75005,4,1.0,1.0,2.0,139.0,11,84.0,2.0
Complète,Popincourt,75011,3,1.0,1.0,1.0,100.0,57,82.0,16.0
Complète,Ménilmontant,75020,2,1.0,,1.0,37.0,3,80.0,0.0
Chambre privée,Vaugirard,75015,1,1.0,1.0,1.0,50.0,1,100.0,0.0
Complète,Louvre,75001,4,1.0,1.0,2.0,119.0,28,95.0,19.0
Complète,Popincourt,75011,4,1.0,1.0,2.0,80.0,10,90.0,25.0
Complète,Ménilmontant,75020,4,1.0,2.0,2.0,69.0,3,100.0,0.0
Complète,Luxembourg,75006,4,2.5,1.0,1.0,180.0,26,97.0,30.0
Complète,Opéra,75009,4,1.0,1.0,2.0,121.0,56,96.0,35.0
Complète,Vaugirard,75015,2,1.0,1.0,1.0,75.0,8,95.0,6.0
Complète,Passy,75016,2,1.0,1.0,2.0,118.0,0,,
Complète,Passy,75016,4,1.0,1.0,1.0,50.0,33,92.0,15.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,75.0,16,94.0,7.0
Complète,Buttes-Chaumont,75019,4,1.0,2.0,3.0,90.0,3,100.0,3.0
Complète,Buttes-Montmartre,75018,5,2.0,2.0,3.0,150.0,23,97.0,24.0
Complète,Buttes-Chaumont,75019,2,1.0,1.0,1.0,80.0,3,93.0,7.0
Chambre privée,Buttes-Chaumont,75019,2,1.0,1.0,1.0,45.0,20,97.0,17.0
Complète,Ménilmontant,75020,3,1.0,1.0,1.0,70.0,5,100.0,12.0
Complète,Batignolles-Monceau,75017,2,1.0,1.0,1.0,90.0,2,100.0,0.0
Chambre privée,Hôtel-de-Ville,75004,2,1.0,1.0,1.0,125.0,4,100.0,2.0
Complète,Popincourt,75011,2,1.0,,2.0,62.0,4,100.0,5.0
Chambre privée,Ménilmontant,75020,4,1.0,1.0,2.0,90.0,41,97.0,21.0
Complète,Popincourt,75011,2,1.0,1.0,1.0,115.0,67,99.0,31.0
Complète,Élysée,75008,4,1.0,1.0,1.0,165.0,91,96.0,32.0
Complète,Batignolles-Monceau,75017,8,2.5,3.0,3.0,230.0,44,95.0,22.0
Complète,Vaugirard,75015,2,1.0,1.0,1.0,83.0,49,96.0,19.0
Chambre privée,Buttes-Montmartre,75018,2,1.0,1.0,0.0,48.0,41,96.0,16.0
Complète,Buttes-Chaumont,75019,5,1.0,3.0,3.0,85.0,2,100.0,0.0
Complète,Popincourt,75011,3,1.0,1.0,2.0,85.0,4,85.0,5.0
Complète,Ménilmontant,75020,6,1.0,3.0,4.0,65.0,1,,0.0
Chambre privée,Opéra,75009,2,1.0,1.0,1.0,125.0,32,99.0,24.0
Complète,Vaugirard,75015,2,1.0,,1.0,38.0,45,98.0,10.0
Complète,Luxembourg,75006,2,1.0,1.0,1.0,130.0,90,98.0,37.0
Complète,Bourse,75002,4,1.0,,2.0,96.0,148,94.0,36.0
Complète,Passy,75016,5,2.0,1.0,1.0,155.0,3,100.0,5.0
Complète,Bourse,75002,4,1.5,1.0,2.0,120.0,15,99.0,17.0
Complète,Entrepôt,75010,2,1.0,1.0,1.0,95.0,5,96.0,9.0
Complète,Batignolles-Monceau,75017,2,1.0,1.0,1.0,91.0,1,100.0,0.0
Complète,Buttes-Montmartre,75018,4,1.0,2.0,2.0,100.0,1,100.0,0.0
Complète,Observatoire,75014,4,1.0,1.0,2.0,100.0,49,96.0,33.0
Complète,Popincourt,75011,3,1.0,1.0,2.0,155.0,1,80.0,0.0
Complète,Ménilmontant,75020,5,1.5,2.0,3.0,128.0,40,93.0,21.0
Complète,Reuilly,75012,4,1.0,1.0,2.0,54.0,7,83.0,3.0
Complète,Louvre,75001,4,1.0,2.0,2.0,335.0,125,98.0,36.0
Complète,Luxembourg,75006,2,1.0,1.0,1.0,150.0,1,,0.0
Complète,Popincourt,75011,2,1.0,,1.0,57.0,3,100.0,2.0
Complète,Opéra,75009,4,2.0,2.0,3.0,150.0,2,100.0,0.0
Complète,Buttes-Montmartre,75018,4,1.0,1.0,1.0,86.0,23,84.0,28.0
Complète,Buttes-Montmartre,75018,3,1.0,1.0,2.0,95.0,8,93.0,8.0
Chambre privée,Ménilmontant,75020,2,1.0,1.0,1.0,47.0,6,97.0,19.0
Complète,Vaugirard,75015,2,1.0,,1.0,69.0,38,97.0,30.0
Complète,Batignolles-Monceau,75017,2,1.5,,1.0,39.0,2,70.0,11.0
Complète,Observatoire,75014,4,1.0,,2.0,48.0,102,98.0,16.0
Complète,Entrepôt,75010,5,1.0,2.0,2.0,105.0,7,100.0,16.0
Complète,Bourse,75002,4,1.0,1.0,4.0,162.0,39,99.0,26.0
Complète,Ménilmontant,75020,2,1.0,1.0,1.0,100.0,8,100.0,8.0
Complète,Buttes-Chaumont,75019,5,1.0,2.0,2.0,120.0,5,100.0,8.0
Complète,Popincourt,75011,2,1.0,,1.0,79.0,43,96.0,23.0
Complète,Batignolles-Monceau,75017,3,1.0,1.0,2.0,104.0,13,98.0,20.0
Complète,Temple,75003,2,1.0,,1.0,140.0,3,100.0,4.0
Complète,Buttes-Montmartre,75018,4,1.0,1.0,2.0,110.0,18,94.0,18.0
Complète,Louvre,75001,2,1.0,2.0,2.0,80.0,19,92.0,9.0
Complète,Buttes-Montmartre,75018,2,1.0,,1.0,75.0,45,97.0,11.0
Complète,Observatoire,75014,4,1.0,1.0,1.0,145.0,7,94.0,2.0
Complète,Entrepôt,75010,2,1.0,1.0,1.0,61.0,48,97.0,35.0
Complète,Entrepôt,75010,7,1.0,2.0,3.0,214.0,186,94.0,36.0
Complète,Opéra,75009,4,1.0,2.0,2.0,220.0,12,98.0,17.0
Complète,Buttes-Chaumont,75019,4,1.0,1.0,2.0,40.0,16,93.0,20.0
Complète,Passy,75016,2,1.0,1.0,0.0,80.0,8,90.0,31.0
Complète,Élysée,75008,4,1.0,1.0,2.0,120.0,23,91.0,35.0
Complète,Buttes-Montmartre,75018,2,1.0,,1.0,53.0,16,85.0,28.0
Complète,Luxembourg,75006,4,1.0,3.0,3.0,230.0,3,87.0,6.0
Complète,Popincourt,75011,2,1.0,,1.0,70.0,23,99.0,16.0
Complète,Temple,75003,4,1.0,1.0,2.0,130.0,23,95.0,20.0
Complète,Buttes-Montmartre,75018,4,1.0,1.0,2.0,60.0,1,,0.0
Complète,Panthéon,75005,4,1.0,1.0,2.0,160.0,13,98.0,28.0
Chambre privée,Popincourt,75011,2,1.0,1.0,1.0,30.0,4,85.0,0.0
Complète,Observatoire,75014,6,1.0,2.0,3.0,180.0,0,,
Complète,Observatoire,75014,6,1.0,3.0,3.0,207.0,13,97.0,30.0
Complète,Vaugirard,75015,2,1.0,,1.0,120.0,8,85.0,21.0
Complète,Bourse,75002,5,1.0,2.0,5.0,175.0,113,96.0,31.0
Complète,Bourse,75002,2,1.0,1.0,1.0,70.0,34,89.0,36.0
Complète,Observatoire,75014,4,2.5,2.0,2.0,150.0,28,100.0,22.0
Complète,Popincourt,75011,3,1.0,1.0,2.0,90.0,5,100.0,8.0
Chambre privée,Buttes-Chaumont,75019,2,1.0,1.0,1.0,38.0,15,96.0,8.0
Complète,Buttes-Chaumont,75019,4,1.0,2.0,3.0,130.0,12,98.0,21.0
Complète,Reuilly,75012,2,1.0,1.0,1.0,70.0,2,90.0,2.0
Complète,Buttes-Montmartre,75018,4,1.0,,2.0,50.0,0,,
Complète,Opéra,75009,2,1.0,1.0,1.0,60.0,37,94.0,32.0
Complète,Opéra,75009,10,2.0,4.0,6.0,182.0,37,92.0,36.0
Complète,Temple,75003,4,1.0,1.0,2.0,100.0,35,98.0,22.0
Complète,Batignolles-Monceau,75017,2,1.0,1.0,1.0,59.0,4,95.0,1.0
Complète,Vaugirard,75015,3,1.0,1.0,2.0,79.0,12,85.0,5.0
Complète,Temple,75003,2,1.0,,1.0,90.0,40,92.0,25.0
Complète,Popincourt,75011,2,1.0,1.0,1.0,69.0,2,90.0,0.0
Chambre privée,Buttes-Chaumont,75019,2,1.0,,0.0,40.0,12,95.0,12.0
Complète,Ménilmontant,75020,2,1.0,1.0,1.0,55.0,8,100.0,4.0
Complète,Entrepôt,75010,4,1.0,,2.0,60.0,89,93.0,30.0
Complète,Passy,75016,4,1.0,1.0,2.0,95.0,6,100.0,16.0
Complète,Bourse,75002,2,1.0,,1.0,47.0,274,96.0,36.0
Complète,Entrepôt,75010,2,1.0,1.0,1.0,65.0,36,94.0,31.0
Complète,Popincourt,75011,2,1.0,,1.0,86.0,21,98.0,13.0
Complète,Buttes-Montmartre,75018,4,1.0,2.0,2.0,100.0,20,88.0,14.0
Chambre privée,Observatoire,75014,1,1.0,1.0,1.0,21.0,3,90.0,0.0
Complète,Opéra,75009,3,1.0,1.0,2.0,80.0,44,92.0,31.0
Complète,Luxembourg,75006,2,1.0,1.0,1.0,105.0,40,98.0,24.0
Complète,Ménilmontant,75020,3,1.0,1.0,2.0,96.0,26,98.0,33.0
Complète,Élysée,75008,2,1.0,1.0,0.0,62.0,41,86.0,19.0
Complète,Vaugirard,75015,4,1.0,1.0,2.0,89.0,15,95.0,21.0
Complète,Buttes-Chaumont,75019,4,1.0,1.0,2.0,75.0,27,96.0,21.0
Complète,Buttes-Chaumont,75019,4,1.0,2.0,2.0,70.0,0,,
Complète,Buttes-Montmartre,75018,4,1.0,2.0,2.0,120.0,3,100.0,5.0
Complète,Palais-Bourbon,75007,3,1.0,2.0,2.0,80.0,32,98.0,17.0
Complète,Batignolles-Monceau,75017,6,1.0,2.0,3.0,90.0,2,90.0,0.0
Complète,Popincourt,75011,2,1.0,,1.0,85.0,32,87.0,19.0
Complète,Gobelins,75013,4,1.0,2.0,3.0,89.0,9,98.0,12.0
Complète,Vaugirard,75015,2,1.0,2.0,1.0,100.0,8,100.0,7.0
Complète,Ménilmontant,75020,2,1.5,1.0,1.0,58.0,35,90.0,14.0
Complète,Buttes-Chaumont,75019,2,1.0,1.0,1.0,60.0,11,98.0,10.0
Complète,Reuilly,75012,4,1.0,1.0,2.0,42.0,11,100.0,16.0
Complète,Reuilly,75012,4,1.5,2.0,2.0,100.0,61,88.0,30.0
Complète,Temple,75003,2,1.0,1.0,1.0,100.0,27,98.0,22.0
Chambre privée,Passy,75016,2,1.0,1.0,1.0,70.0,2,90.0,2.0
Complète,Bourse,75002,2,1.0,,0.0,95.0,42,96.0,7.0
Complète,Élysée,75008,7,2.5,3.0,4.0,550.0,10,89.0,21.0
Complète,Opéra,75009,4,2.0,2.0,2.0,90.0,0,,
Complète,Luxembourg,75006,2,1.0,1.0,1.0,72.0,20,89.0,15.0
Complète,Gobelins,75013,2,1.0,1.0,1.0,60.0,22,100.0,23.0
Complète,Temple,75003,2,1.0,,1.0,100.0,32,99.0,22.0
Complète,Popincourt,75011,3,1.5,1.0,2.0,120.0,25,99.0,11.0
Complète,Batignolles-Monceau,75017,3,1.0,1.0,2.0,55.0,26,90.0,22.0
Complète,Bourse,75002,3,1.0,1.0,2.0,120.0,2,100.0,1.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,55.0,0,,
Complète,Bourse,75002,5,1.0,2.0,4.0,107.0,74,92.0,37.0
Complète,Temple,75003,2,1.0,,1.0,95.0,20,92.0,32.0
Complète,Buttes-Montmartre,75018,4,1.0,2.0,1.0,120.0,5,96.0,13.0
Complète,Batignolles-Monceau,75017,2,1.0,,1.0,60.0,2,,0.0
Complète,Hôtel-de-Ville,75004,2,1.0,1.0,2.0,120.0,33,98.0,16.0
Complète,Popincourt,75011,4,1.0,1.0,2.0,55.0,2,90.0,1.0
Complète,Buttes-Montmartre,75018,4,1.0,,2.0,63.0,3,100.0,4.0
Complète,Batignolles-Monceau,75017,3,1.0,,2.0,85.0,13,92.0,7.0
Complète,Popincourt,75011,4,1.0,1.0,2.0,70.0,12,98.0,3.0
Chambre privée,Popincourt,75011,2,1.0,,1.0,28.0,1,100.0,0.0
Complète,Louvre,75001,6,1.5,3.0,4.0,129.0,55,87.0,29.0
Complète,Entrepôt,75010,6,1.0,1.0,3.0,202.0,170,95.0,37.0
Complète,Luxembourg,75006,4,1.0,1.0,1.0,180.0,16,98.0,21.0
Complète,Passy,75016,2,1.0,1.0,1.0,69.0,53,96.0,22.0
Complète,Popincourt,75011,3,1.0,1.0,2.0,70.0,18,85.0,35.0
Complète,Batignolles-Monceau,75017,2,1.5,,0.0,80.0,10,96.0,14.0
Complète,Panthéon,75005,2,1.0,,1.0,60.0,47,95.0,35.0
Complète,Gobelins,75013,4,1.0,1.0,2.0,50.0,0,,
Complète,Élysée,75008,3,1.0,1.0,1.0,65.0,0,,
Chambre privée,Gobelins,75013,4,1.0,2.0,2.0,65.0,7,90.0,4.0
Complète,Batignolles-Monceau,75017,2,1.0,1.0,1.0,60.0,0,,
Complète,Panthéon,75005,2,1.0,1.0,0.0,55.0,9,80.0,14.0
Complète,Observatoire,75014,4,1.0,1.0,1.0,33.0,94,97.0,30.0
Complète,Popincourt,75011,4,1.0,1.0,3.0,163.0,67,92.0,24.0
Complète,Batignolles-Monceau,75017,2,1.0,1.0,1.0,110.0,3,100.0,10.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,75.0,30,96.0,20.0
Complète,Popincourt,75011,3,1.0,,2.0,65.0,4,100.0,13.0
Complète,Reuilly,75012,2,1.0,,1.0,48.0,0,,
Complète,Reuilly,75012,4,1.0,2.0,2.0,75.0,1,100.0,0.0
Complète,Bourse,75002,4,1.0,1.0,1.0,89.0,20,87.0,5.0
Complète,Buttes-Chaumont,75019,4,1.0,2.0,1.0,80.0,1,100.0,0.0
Complète,Entrepôt,75010,2,1.0,,1.0,62.0,12,98.0,5.0
Complète,Entrepôt,75010,4,2.0,3.0,3.0,130.0,6,96.0,16.0
Complète,Buttes-Montmartre,75018,4,1.0,1.0,2.0,75.0,4,100.0,8.0
Complète,Palais-Bourbon,75007,4,1.5,1.0,3.0,130.0,3,100.0,12.0
Complète,Buttes-Montmartre,75018,3,1.0,1.0,2.0,70.0,8,98.0,22.0
Complète,Reuilly,75012,2,1.0,1.0,1.0,110.0,36,99.0,18.0
Chambre privée,Buttes-Chaumont,75019,2,1.0,1.0,1.0,50.0,6,100.0,2.0
Complète,Palais-Bourbon,75007,2,1.0,,1.0,59.0,6,100.0,1.0
Complète,Batignolles-Monceau,75017,4,1.0,1.0,2.0,85.0,1,60.0,0.0
Complète,Ménilmontant,75020,2,1.0,1.0,2.0,52.0,11,100.0,8.0
Complète,Batignolles-Monceau,75017,2,1.0,1.0,1.0,60.0,11,93.0,20.0
Complète,Hôtel-de-Ville,75004,4,1.0,1.0,2.0,90.0,3,100.0,1.0
Complète,Reuilly,75012,4,1.0,1.0,2.0,100.0,20,94.0,28.0
Complète,Batignolles-Monceau,75017,5,1.0,2.0,3.0,110.0,62,96.0,30.0
Complète,Reuilly,75012,5,1.0,3.0,3.0,100.0,16,94.0,20.0
Complète,Opéra,75009,4,1.0,1.0,2.0,84.0,18,90.0,29.0
Complète,Gobelins,75013,4,1.0,2.0,1.0,65.0,5,100.0,1.0
Complète,Popincourt,75011,4,1.0,1.0,4.0,85.0,51,97.0,20.0
Complète,Entrepôt,75010,2,1.0,1.0,1.0,95.0,18,96.0,12.0
Complète,Opéra,75009,2,1.0,1.0,1.0,60.0,8,98.0,17.0
Chambre privée,Reuilly,75012,2,1.0,1.0,1.0,48.0,52,95.0,37.0
Complète,Batignolles-Monceau,75017,2,1.0,,2.0,61.0,7,90.0,14.0
Complète,Reuilly,75012,4,1.0,2.0,2.0,149.0,27,95.0,20.0
Complète,Batignolles-Monceau,75017,3,1.0,1.0,2.0,79.0,15,100.0,24.0
Complète,Buttes-Montmartre,75018,2,1.0,,1.0,70.0,46,99.0,28.0
Complète,Entrepôt,75010,2,1.0,1.0,1.0,50.0,13,98.0,34.0
Complète,Vaugirard,75015,6,2.0,2.0,4.0,185.0,31,92.0,21.0
Complète,Vaugirard,75015,6,2.0,2.0,4.0,270.0,24,91.0,32.0
Complète,Temple,75003,2,1.0,1.0,1.0,90.0,9,98.0,13.0
Complète,Passy,75016,4,1.0,1.0,2.0,87.0,0,,
Complète,Popincourt,75011,4,1.0,2.0,2.0,100.0,1,80.0,0.0
Complète,Batignolles-Monceau,75017,4,1.0,2.0,2.0,150.0,9,97.0,11.0
Complète,Temple,75003,4,1.0,1.0,2.0,92.0,7,100.0,4.0
Complète,Ménilmontant,75020,2,1.0,1.0,1.0,60.0,14,96.0,17.0
Complète,Opéra,75009,4,1.0,1.0,2.0,277.0,43,94.0,23.0
Complète,Reuilly,75012,2,1.5,1.0,1.0,60.0,5,100.0,22.0
Complète,Reuilly,75012,2,1.0,,1.0,44.0,9,88.0,6.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,100.0,16,86.0,16.0
Complète,Panthéon,75005,2,1.5,1.0,2.0,110.0,0,,
Complète,Opéra,75009,6,2.0,2.0,3.0,159.0,100,93.0,27.0
Complète,Panthéon,75005,4,1.0,1.0,2.0,151.0,103,93.0,32.0
Complète,Observatoire,75014,4,1.0,1.0,2.0,134.0,68,91.0,23.0
Complète,Entrepôt,75010,2,1.0,,1.0,27.0,10,84.0,28.0
Complète,Batignolles-Monceau,75017,2,1.0,1.0,1.0,90.0,6,100.0,16.0
Complète,Vaugirard,75015,5,1.0,2.0,3.0,180.0,19,100.0,16.0
Complète,Vaugirard,75015,5,1.0,3.0,3.0,220.0,0,,
Complète,Vaugirard,75015,4,1.0,1.0,2.0,78.0,24,97.0,29.0
Complète,Passy,75016,3,2.0,1.0,2.0,99.0,12,94.0,14.0
Complète,Luxembourg,75006,6,2.0,3.0,4.0,350.0,24,98.0,16.0
Complète,Entrepôt,75010,4,1.0,1.0,2.0,83.0,13,91.0,34.0
Complète,Buttes-Montmartre,75018,3,1.5,1.0,2.0,75.0,21,95.0,17.0
Complète,Ménilmontant,75020,2,1.0,,1.0,46.0,24,81.0,12.0
Complète,Passy,75016,4,1.0,2.0,2.0,140.0,19,98.0,14.0
Complète,Batignolles-Monceau,75017,2,1.0,1.0,1.0,110.0,3,93.0,1.0
Complète,Entrepôt,75010,3,1.0,1.0,3.0,164.0,14,97.0,22.0
Complète,Opéra,75009,2,1.0,1.0,1.0,69.0,48,90.0,16.0
Complète,Reuilly,75012,2,1.0,,1.0,65.0,0,,
Complète,Temple,75003,2,1.0,,1.0,80.0,54,91.0,33.0
Complète,Vaugirard,75015,2,1.0,1.0,1.0,90.0,14,97.0,16.0
Complète,Buttes-Montmartre,75018,4,1.0,2.0,2.0,90.0,2,100.0,1.0
Chambre privée,Observatoire,75014,2,1.0,1.0,1.0,27.0,18,96.0,33.0
Complète,Entrepôt,75010,2,1.0,,1.0,23.0,6,100.0,2.0
Chambre privée,Reuilly,75012,2,1.0,1.0,1.0,60.0,41,98.0,18.0
Complète,Temple,75003,5,2.5,3.0,0.0,357.0,12,100.0,13.0
Complète,Buttes-Montmartre,75018,4,2.0,2.0,2.0,120.0,12,97.0,4.0
Complète,Reuilly,75012,2,1.0,,1.0,45.0,2,80.0,1.0
Complète,Batignolles-Monceau,75017,3,1.0,1.0,0.0,78.0,69,89.0,22.0
Complète,Luxembourg,75006,2,1.0,1.0,1.0,105.0,63,99.0,21.0
Complète,Opéra,75009,4,1.0,,2.0,102.0,10,94.0,7.0
Complète,Buttes-Montmartre,75018,2,1.0,1.0,1.0,65.0,11,96.0,24.0
Complète,Buttes-Chaumont,75019,5,1.0,2.0,3.0,115.0,1,,0.0
Chambre privée,Buttes-Chaumont,75019,4,1.0,2.0,2.0,67.0,9,100.0,3.0
Complète,Buttes-Montmartre,75018,2,1.5,1.0,1.0,70.0,2,80.0,1.0
Complète,Buttes-Montmartre,75018,2,1.5,1.0,1.0,100.0,17,100.0,20.0
Complète,Batignolles-Monceau,75017,2,1.0,1.0,1.0,65.0,20,98.0,14.0
Complète,Luxembourg,75006,2,1.0,1.0,1.0,88.0,37,91.0,18.0
Complète,Observatoire,75014,6,1.0,3.0,4.0,100.0,27,88.0,22.0
Complète,Palais-Bourbon,75007,5,1.5,3.0,4.0,584.0,35,94.0,23.0
Complète,Reuilly,75012,3,1.5,1.0,2.0,73.0,9,100.0,3.0
Complète,Popincourt,75011,2,1.0,1.0,1.0,150.0,4,100.0,4.0
Complète,Popincourt,75011,1,1.0,,1.0,30.0,1,,0.0
Complète,Gobelins,75013,4,1.0,2.0,3.0,90.0,0,,
Chambre privée,Popincourt,75011,2,1.0,1.0,1.0,50.0,0,,
Complète,Popincourt,75011,2,1.0,1.0,2.0,75.0,35,91.0,20.0
Complète,Popincourt,75011,2,1.0,1.0,1.0,50.0,2,100.0,6.0
Chambre privée,Buttes-Montmartre,75018,1,1.0,1.0,1.0,40.0,53,95.0,23.0
Complète,Buttes-Montmartre,75018,4,1.0,2.0,2.0,100.0,0,,
Complète,Buttes-Montmartre,75018,2,1.5,,1.0,75.0,6,96.0,10.0
Complète,Buttes-Montmartre,75018,3,1.0,2.0,2.0,60.0,54,96.0,22.0
Complète,Reuilly,75012,4,1.0,1.0,2.0,55.0,5,90.0,5.0
Complète,Bourse,75002,4,1.0,2.0,2.0,140.0,39,91.0,27.0
Complète,Observatoire,75014,2,1.0,1.0,1.0,102.0,71,97.0,37.0
Complète,Buttes-Montmartre,75018,3,1.0,1.0,1.0,60.0,34,95.0,22.0
Complète,Batignolles-Monceau,75017,4,1.0,1.0,1.0,100.0,1,,0.0
Complète,Buttes-Montmartre,75018,2,1.0,,1.0,48.0,13,95.0,4.0
Complète,Panthéon,75005,4,1.5,2.0,2.0,185.0,33,93.0,32.0
Complète,Buttes-Montmartre,75018,4,1.0,1.0,2.0,89.0,16,93.0,18.0
Complète,Ménilmontant,75020,4,1.5,2.0,2.0,130.0,8,100.0,2.0
Complète,Popincourt,75011,4,1.0,1.0,2.0,140.0,15,99.0,5.0
Complète,Palais-Bourbon,75007,4,1.0,1.0,2.0,70.0,1,,0.0
Chambre privée,Buttes-Chaumont,75019,1,1.0,1.0,1.0,60.0,6,97.0,20.0
Complète,Entrepôt,75010,3,1.0,1.0,2.0,81.0,8,83.0,16.0
Complète,Élysée,75008,6,1.0,3.0,3.0,300.0,16,100.0,17.0
Chambre privée,Gobelins,75013,2,1.0,1.0,2.0,25.0,8,94.0,2.0
Complète,Popincourt,75011,2,1.0,1.0,1.0,60.0,12,100.0,16.0
Complète,Passy,75016,2,1.5,1.0,1.0,150.0,0,,
Complète,Popincourt,75011,3,1.0,1.0,1.0,60.0,87,89.0,34.0
Complète,Entrepôt,75010,4,1.0,1.0,2.0,114.0,27,93.0,21.0
Complète,Vaugirard,75015,4,1.0,1.0,2.0,75.0,6,92.0,31.0
Complète,Buttes-Montmartre,75018,4,1.0,1.0,2.0,90.0,3,100.0,6.0
Complète,Batignolles-Monceau,75017,2,1.0,1.0,1.0,80.0,17,95.0,24.0
Complète,Palais-Bourbon,75007,2,1.0,1.0,1.0,80.0,15,95.0,6.0
Complète,Opéra,75009,3,1.0,1.0,2.0,68.0,5,100.0,20.0
Complète,Panthéon,75005,5,1.5,2.0,1.0,125.0,1,,0.0
Complète,Temple,75003,2,1.0,1.0,1.0,110.0,31,99.0,21.0
Complète,Ménilmontant,75020,3,1.0,1.0,2.0,60.0,0,,
Complète,Ménilmontant,75020,5,1.0,1.0,2.0,55.0,77,93.0,18.0
Complète,Vaugirard,75015,5,1.0,3.0,4.0,328.0,32,99.0,20.0
Complète,Entrepôt,75010,10,2.0,3.0,5.0,132.0,94,84.0,32.0
Complète,Observatoire,75014,3,1.0,1.0,1.0,120.0,8,93.0,22.0
Complète,Buttes-Chaumont,75019,5,1.0,2.0,4.0,110.0,11,96.0,2.0
Complète,Reuilly,75012,4,1.0,2.0,1.0,70.0,21,96.0,29.0
Complète,Palais-Bourbon,75007,4,1.0,1.0,2.0,163.0,33,92.0,28.0
Complète,Buttes-Montmartre,75018,3,1.0,1.0,2.0,60.0,46,98.0,32.0
Chambre privée,Popincourt,75011,2,1.0,1.0,1.0,39.0,6,90.0,8.0
Complète,Reuilly,75012,2,1.0,1.0,1.0,49.0,5,100.0,15.0
Complète,Reuilly,75012,2,1.0,1.0,1.0,65.0,63,99.0,23.0
Complète,Batignolles-Monceau,75017,4,1.0,1.0,2.0,137.0,74,94.0,28.0
Complète,Passy,75016,2,1.5,1.0,1.0,120.0,10,92.0,15.0
Complète,Buttes-Montmartre,75018,4,2.0,2.0,2.0,100.0,9,91.0,16.0
